cust_id;tran_id;tran_amt;principal_amt;interest_amt;new_balance;tran_date;tran_time;channel;tran_code
1363123;32;-126.58;-126.58;0.00;-2800.00;22.12.1995;40634;E ;CG  
1362535;73;0.00;0.00;0.00;0.00;31.12.1995;193528;B ;IQ  
1362683;103;-271.09;-271.09;0.00;-2621.68;19.10.1995;143006;E ;CG  
1363303;40;-101.39;-101.39;0.00;-563.32;21.10.1995;155611;E ;CG  
1362525;8;-79.25;-79.25;0.00;-816.00;27.1.1995;90200;E ;CG  
1363093;4;-191.06;-191.06;0.00;-642.20;10.1.1995;2857;E ;CG  
1363312;37;-18.66;-18.66;0.00;-4081.17;17.11.1995;84826;E ;CG  
1363420;38;-170.72;-170.72;0.00;-1011.20;23.12.1995;201626;E ;CG  
1363002;111;-476.63;-476.63;0.00;-4077.72;20.9.1995;194221;E ;CG  
1362574;22;-128.65;-128.65;0.00;-128.65;9.8.1995;184319;E ;CG  
1362995;10;-110.44;-110.44;0.00;-2300.00;22.3.1995;124337;E ;CG  
1363216;34;101.28;88.44;12.84;-911.56;3.10.1995;101042;C ;PM  
1362643;15;-153.51;-153.51;0.00;-153.51;15.3.1995;155544;E ;CG  
1363335;47;-19.46;-19.46;0.00;-585.71;22.12.1995;214615;E ;CG  
1363241;61;-311.64;-311.64;0.00;-881.66;23.11.1995;50401;E ;CG  
1362480;14;253.21;221.12;32.09;-2278.88;4.5.1995;            ;M ;PM  
1363353;50;-60.00;-60.00;0.00;-1836.09;19.9.1995;101007;A ;CA  
1362961;4;-226.34;-226.34;0.00;-226.34;8.2.1995;94937;E ;CG  
1363117;25;-107.63;-107.63;0.00;-1384.24;5.8.1995;112653;E ;CG  
1362511;2;-68.58;-68.58;0.00;-297.50;15.5.1995;1422;E ;CG  
1363454;78;1428.75;1414.85;13.90;-927.38;6.12.1995;            ;M ;PM  
1362499;29;-168.08;-168.08;0.00;-1900.00;4.10.1995;5508;E ;CG  
1362978;36;-144.14;-144.14;0.00;-619.06;6.5.1995;2853;E ;CG  
1362829;4;-354.30;-354.30;0.00;-698.81;6.4.1995;153316;E ;CG  
1363075;20;-121.74;-121.74;0.00;-312.58;24.5.1995;210013;E ;CG  
1362881;34;-174.48;-174.48;0.00;-395.04;14.6.1995;235140;E ;CG  
1363356;24;-120.00;-120.00;0.00;-189.81;7.6.1995;135544;A ;CA  
1362642;46;297.62;293.09;4.53;-704.30;4.9.1995;            ;M ;PM  
1362602;25;-147.97;-147.97;0.00;-1201.22;20.5.1995;234419;E ;CG  
1363223;6;-133.83;-133.83;0.00;-1266.47;2.2.1995;191040;E ;CG  
1363016;33;-374.37;-374.37;0.00;-1179.53;21.6.1995;92653;E ;CG  
1362933;29;-41.56;-41.56;0.00;-425.01;1.9.1995;100115;E ;CG  
1363483;31;-26.49;-26.49;0.00;-511.10;11.5.1995;121415;E ;CG  
1362541;36;0.00;0.00;0.00;-1626.35;30.10.1995;82900;C ;IQ  
1363219;2;-140.00;-140.00;0.00;-218.58;24.1.1995;183405;A ;CA  
1363264;55;-100.00;-100.00;0.00;-480.03;24.7.1995;135021;A ;CA  
1363083;44;-167.98;-167.98;0.00;-969.94;30.12.1995;105905;E ;CG  
1362577;16;-237.47;-237.47;0.00;-1399.41;11.10.1995;100024;E ;CG  
1363004;10;-80.00;-80.00;0.00;-202.69;29.4.1995;95304;A ;CA  
1363296;78;-50.21;-50.21;0.00;-187.70;7.10.1995;153437;E ;CG  
1362499;19;192.44;168.05;24.39;-1731.95;2.6.1995;            ;M ;PM  
1362630;12;-28.44;-28.44;0.00;-1523.69;12.1.1995;154616;E ;CG  
1362593;5;-140.79;-140.79;0.00;-401.18;10.6.1995;112227;E ;CG  
1363468;17;-43.16;-43.16;0.00;-2834.65;24.11.1995;151952;E ;CG  
1362528;32;162.71;162.71;0.00;0.00;1.10.1995;            ;M ;PM  
1363212;9;-12.47;-12.47;0.00;-2046.02;14.3.1995;190314;E ;CG  
1362777;137;-106.22;-106.22;0.00;-1868.87;31.12.1995;105219;E ;CG  
1363068;28;-110.82;-110.82;0.00;-2644.92;24.6.1995;90756;E ;CG  
1362945;38;-215.14;-215.14;0.00;-349.14;11.12.1995;182234;E ;CG  
1362565;4;-66.31;-66.31;0.00;-376.68;30.1.1995;123046;E ;CG  
1363216;13;93.32;87.81;5.51;-912.19;6.2.1995;            ;M ;PM  
1363206;25;-176.47;-176.47;0.00;-4064.57;20.12.1995;180352;E ;CG  
1362546;34;-224.83;-224.83;0.00;-556.91;19.5.1995;100652;E ;CG  
1363196;87;-16.81;-16.81;0.00;-1800.00;7.10.1995;203659;E ;CG  
1362499;9;-0.55;-0.55;0.00;-1900.00;16.2.1995;202902;E ;CG  
1362717;20;-89.24;-89.24;0.00;-714.83;18.12.1995;115332;E ;CG  
1362805;31;40.00;40.00;0.00;0.00;1.8.1995;            ;M ;PM  
1363217;15;-104.61;-104.61;0.00;-763.90;21.2.1995;111859;E ;CG  
1363217;78;-78.44;-78.44;0.00;-944.16;29.12.1995;143829;E ;CG  
1362811;49;-80.00;-80.00;0.00;-581.70;31.10.1995;222029;A ;CA  
1362694;23;-105.01;-105.01;0.00;-625.09;7.6.1995;105841;E ;CG  
1363200;19;750.41;747.01;3.40;-134.31;2.6.1995;80639;A ;PM  
1362617;7;-235.31;-235.31;0.00;-298.86;2.11.1995;14121;E ;CG  
1362835;14;-29.91;-29.91;0.00;-30.20;29.8.1995;85604;E ;CG  
1362969;6;-200.00;-200.00;0.00;-2443.20;29.1.1995;165610;A ;CA  
1363013;10;-59.28;-59.28;0.00;-1000.00;1.2.1995;142907;E ;CG  
1363210;8;-16.43;-16.43;0.00;-314.12;3.4.1995;164711;E ;CG  
1362844;23;-178.97;-178.97;0.00;-1463.93;22.5.1995;151855;E ;CG  
1362810;15;971.58;966.06;5.52;-213.73;3.4.1995;            ;M ;PM  
1363207;7;-56.36;-56.36;0.00;-329.36;17.2.1995;3231;E ;CG  
1362962;45;704.94;704.94;0.00;-256.30;4.8.1995;150746;B ;PM  
1363384;5;-452.56;-452.56;0.00;-2256.81;10.1.1995;154345;E ;CG  
1362769;23;-474.62;-474.62;0.00;-723.13;16.9.1995;205901;E ;CG  
1363140;20;-89.38;-89.38;0.00;-1000.00;2.8.1995;85252;E ;CG  
1363164;22;-121.00;-121.00;0.00;-858.35;8.4.1995;135003;E ;CG  
1362520;9;-200.00;-200.00;0.00;-1691.10;27.2.1995;125720;A ;CA  
1363192;30;101.28;88.44;12.84;-911.56;5.10.1995;            ;M ;PM  
1363165;61;53.33;52.69;0.64;-232.71;5.11.1995;            ;M ;PM  
1362912;7;-140.67;-140.67;0.00;-1500.00;24.3.1995;125923;E ;CG  
1363138;29;-459.04;-459.04;0.00;-676.99;10.7.1995;205102;E ;CG  
1362656;21;520.70;510.81;9.89;-386.34;3.6.1995;            ;M ;PM  
1362715;6;-176.74;-176.74;0.00;-611.46;17.2.1995;130329;E ;CG  
1363307;39;-20.00;-20.00;0.00;-1196.25;21.6.1995;84031;A ;CA  
1363147;8;677.91;677.91;0.00;-25.81;5.2.1995;            ;M ;PM  
1363218;18;-34.68;-34.68;0.00;-1100.00;6.3.1995;153638;E ;CG  
1362637;12;114.92;106.81;8.11;-1034.32;1.8.1995;110701;C ;PM  
1362484;18;-87.80;-87.80;0.00;-462.48;26.5.1995;162636;E ;CG  
1362888;106;-524.54;-524.54;0.00;-5663.93;24.12.1995;124751;E ;CG  
1363054;42;-34.50;-34.50;0.00;-589.00;29.9.1995;113029;E ;CG  
1363295;25;101.23;88.97;12.26;-911.03;4.10.1995;            ;M ;PM  
1362868;24;-148.61;-148.61;0.00;-757.95;14.6.1995;222154;E ;CG  
1362699;16;-107.23;-107.23;0.00;-535.71;18.4.1995;125337;E ;CG  
1363164;60;-78.48;-78.48;0.00;-797.30;16.9.1995;122259;E ;CG  
1363022;10;-423.80;-423.80;0.00;-626.69;24.4.1995;114453;E ;CG  
1362520;28;425.45;399.38;26.7;-2500.62;2.7.1995;            ;M ;PM  
1363236;58;-81.74;-81.74;0.00;-811.03;15.7.1995;152142;E ;CG  
1362683;33;0.00;0.00;0.00;-4158.77;1.5.1995;123852;A ;IQ  
1363384;15;-88.36;-88.36;0.00;-759.29;31.3.1995;131300;E ;CG  
1362777;27;-60.00;-60.00;0.00;-2404.89;30.5.1995;82848;A ;CA  
1362640;34;-234.09;-234.09;0.00;-1336.89;5.7.1995;134958;E ;CG  
1362649;83;-102.70;-102.70;0.00;-940.92;17.12.1995;105900;E ;CG  
1362806;1;152.90;150.42;2.48;-64.04;4.1.1995;            ;M ;PM  
1362816;99;-249.49;-249.49;0.00;-2144.12;9.12.1995;143213;E ;CG  
1362954;27;-61.55;-61.55;0.00;-548.58;8.11.1995;190608;E ;CG  
1363076;12;-141.41;-141.41;0.00;-1564.74;17.3.1995;221314;E ;CG  
1362782;20;611.87;605.15;6.72;-366.26;7.7.1995;            ;M ;PM  
1363458;19;-146.79;-146.79;0.00;-811.14;12.5.1995;85934;E ;CG  
1362541;9;-120.00;-120.00;0.00;-320.00;30.7.1995;104644;A ;CA  
1363459;22;-204.09;-204.09;0.00;-1386.06;6.12.1995;163041;E ;CG  
1362593;63;-120.00;-120.00;0.00;-2748.38;22.11.1995;150706;A ;CA  
1362877;39;0.00;0.00;0.00;-540.00;4.12.1995;55812;B ;IQ  
1362566;11;-1565.50;-1565.50;0.00;-5659.79;13.2.1995;151800;E ;CG  
1363392;1;-165.23;-165.23;0.00;-1000.00;1.1.1995;214202;E ;CG  
1362592;17;332.21;290.10;42.11;-3009.90;1.7.1995;            ;M ;PM  
1363421;30;-102.85;-102.85;0.00;-1102.00;3.7.1995;204500;E ;CG  
1363474;32;627.56;621.81;5.75;-140.91;2.12.1995;            ;M ;PM  
1363312;55;-151.30;-151.30;0.00;-2762.94;20.12.1995;112219;E ;CG  
1362858;45;-152.92;-152.92;0.00;-217.59;4.7.1995;154025;E ;CG  
1362624;24;-117.59;-117.59;0.00;-126.11;7.7.1995;155250;E ;CG  
1363444;23;-199.70;-199.70;0.00;-698.90;27.7.1995;94455;E ;CG  
1363254;9;-14.31;-14.31;0.00;-14.31;7.2.1995;211011;E ;CG  
1363205;20;172.21;170.19;2.2;-4.47;4.11.1995;            ;M ;PM  
1363022;26;-29.00;-29.00;0.00;-1030.31;1.10.1995;210805;E ;CG  
1363275;9;-121.13;-121.13;0.00;-1000.00;13.2.1995;83044;E ;CG  
1363219;23;194.15;189.04;5.11;-565.69;2.5.1995;            ;M ;PM  
1362644;12;-491.34;-491.34;0.00;-492.85;24.8.1995;184324;E ;CG  
1363084;8;-309.55;-309.55;0.00;-1253.08;26.10.1995;135356;E ;CG  
1362883;56;0.00;0.00;0.00;-983.06;16.12.1995;154127;B ;IQ  
1363253;50;45.91;44.88;1.3;-1049.85;6.12.1995;            ;M ;PM  
1362791;50;-325.79;-325.79;0.00;-759.30;30.11.1995;406;E ;CG  
1362844;54;-56.63;-56.63;0.00;-629.90;29.11.1995;110446;E ;CG  
1362948;6;-245.53;-245.53;0.00;-552.77;15.2.1995;181851;E ;CG  
1362636;5;-18.21;-18.21;0.00;-85.68;3.2.1995;95622;E ;CG  
1362556;14;-84.55;-84.55;0.00;-2024.90;10.3.1995;20433;E ;CG  
1363303;60;-63.61;-63.61;0.00;-926.76;20.12.1995;182937;E ;CG  
1363387;28;101.28;88.44;12.84;-911.56;6.11.1995;            ;M ;PM  
1363384;25;-37.46;-37.46;0.00;-1088.50;13.5.1995;185703;E ;CG  
1363002;2;0.00;0.00;0.00;-2023.07;2.1.1995;144427;C ;IQ  
1362572;19;-117.95;-117.95;0.00;-241.88;21.7.1995;111354;E ;CG  
1363323;7;5384.21;5315.98;68.23;-2742.83;3.2.1995;            ;M ;PM  
1362771;37;-93.66;-93.66;0.00;-715.58;10.6.1995;183023;E ;CG  
1363356;2;301.13;294.34;6.79;-202.84;7.1.1995;            ;M ;PM  
1362562;9;-303.17;-303.17;0.00;-2611.01;12.11.1995;205249;E ;CG  
1363384;35;-116.64;-116.64;0.00;-196.38;13.7.1995;105637;E ;CG  
1363083;12;-171.03;-171.03;0.00;-848.84;20.5.1995;153430;E ;CG  
1362586;30;-148.90;-148.90;0.00;-3149.42;12.7.1995;32557;E ;CG  
1363160;59;-11.72;-11.72;0.00;-724.36;23.10.1995;124207;E ;CG  
1362737;15;-530.14;-530.14;0.00;-3929.28;27.10.1995;113914;E ;CG  
1362770;11;-77.85;-77.85;0.00;-2521.87;19.2.1995;162027;E ;CG  
1362949;43;227.43;194.97;32.46;-2805.03;2.12.1995;            ;M ;PM  
1362999;35;0.00;0.00;0.00;-1468.57;14.5.1995;144947;A ;IQ  
1362830;19;-27.24;-27.24;0.00;-655.72;2.7.1995;80751;E ;CG  
1362825;2;-22.44;-22.44;0.00;-906.11;6.1.1995;111357;E ;CG  
1362974;11;55.91;54.65;1.26;-54.51;3.7.1995;25429;A ;PM  
1363308;27;-43.35;-43.35;0.00;-1000.15;19.3.1995;131213;E ;CG  
1362529;33;220.80;192.81;27.99;-2007.19;2.11.1995;            ;M ;PM  
1363040;10;154.58;139.10;15.48;-1391.19;7.9.1995;83530;E ;PM  
1363207;57;-153.31;-153.31;0.00;-443.96;7.10.1995;80423;E ;CG  
1363348;55;540.05;530.81;9.24;-1269.19;5.11.1995;            ;M ;PM  
1362961;36;-179.73;-179.73;0.00;-399.65;29.9.1995;164721;E ;CG  
1362997;18;-80.00;-80.00;0.00;-80.00;3.7.1995;184202;A ;CA  
1362902;67;-25.46;-25.46;0.00;-346.97;24.12.1995;133848;E ;CG  
1362687;22;-11.50;-11.50;0.00;-116.57;18.8.1995;223054;E ;CG  
1362531;21;222.69;195.75;26.94;-2004.25;4.8.1995;            ;M ;PM  
1363427;5;361.49;316.07;45.42;-3253.45;2.3.1995;            ;M ;PM  
1363252;26;-29.41;-29.41;0.00;-944.44;5.10.1995;82455;E ;CG  
1362990;42;-50.69;-50.69;0.00;-800.00;3.8.1995;81724;E ;CG  
1363219;44;-46.60;-46.60;0.00;-714.91;17.9.1995;81324;E ;CG  
1363470;39;-44.09;-44.09;0.00;-3953.57;6.12.1995;1417;E ;CG  
1362852;4;172.09;151.23;20.86;-1548.77;1.2.1995;            ;M ;PM  
1363272;16;-40.00;-40.00;0.00;-567.86;12.10.1995;212856;A ;CA  
1362911;14;-91.34;-91.34;0.00;-2200.00;14.2.1995;135148;E ;CG  
1362694;6;-713.72;-713.72;0.00;-762.26;14.2.1995;34247;E ;CG  
1362895;8;-200.00;-200.00;0.00;-1043.35;18.10.1995;221401;A ;CA  
1363296;9;419.05;418.95;0.10;-528.56;5.2.1995;            ;M ;PM  
1362489;20;304.49;270.03;34.46;-2529.97;4.5.1995;            ;M ;PM  
1363435;6;-74.76;-74.76;0.00;-497.79;7.3.1995;62827;E ;CG  
1363317;9;-290.73;-290.73;0.00;-290.73;1.6.1995;192913;E ;CG  
1362839;28;-249.73;-249.73;0.00;-1746.38;18.4.1995;1030;E ;CG  
1362720;4;-69.93;-69.93;0.00;-802.32;9.8.1995;200800;E ;CG  
1362492;16;-137.86;-137.86;0.00;-1602.49;12.10.1995;95542;E ;CG  
1363175;72;-317.27;-317.27;0.00;-721.35;6.11.1995;3529;E ;CG  
1362705;53;-44.09;-44.09;0.00;-413.11;28.12.1995;110619;E ;CG  
1362816;86;-214.17;-214.17;0.00;-2549.20;31.10.1995;160543;E ;CG  
1362574;27;-219.48;-219.48;0.00;-1160.79;15.8.1995;195211;E ;CG  
1363088;19;-165.45;-165.45;0.00;-552.15;16.4.1995;21058;E ;CG  
1363182;43;0.00;0.00;0.00;-3313.01;12.12.1995;123926;B ;IQ  
1362839;81;1708.41;1674.22;34.19;-2575.04;1.11.1995;            ;M ;PM  
1363400;83;-200.00;-200.00;0.00;-2186.72;28.12.1995;123718;A ;CA  
1362708;33;101.28;88.44;12.84;-911.56;7.11.1995;            ;M ;PM  
1363384;45;-72.33;-72.33;0.00;-855.15;24.9.1995;114103;E ;CG  
1362594;14;578.66;487.73;90.93;-10994.49;3.2.1995;100209;C ;PM  
1362849;70;-18.81;-18.81;0.00;-135.65;8.12.1995;121152;E ;CG  
1362610;39;-139.68;-139.68;0.00;-309.11;23.9.1995;10738;E ;CG  
1362735;26;-64.97;-64.97;0.00;-2893.48;27.12.1995;153747;E ;CG  
1362849;7;-78.86;-78.86;0.00;-78.86;6.2.1995;195701;E ;CG  
1363331;17;234.23;234.12;0.11;-312.12;5.7.1995;94609;A ;PM  
1363384;55;-719.70;-719.70;0.00;-2231.29;13.12.1995;215113;E ;CG  
1363192;5;-96.54;-96.54;0.00;-687.11;13.2.1995;232419;E ;CG  
1363129;1;-104.09;-104.09;0.00;-104.09;21.4.1995;193447;E ;CG  
1363263;74;0.00;0.00;0.00;-835.90;24.12.1995;105944;K ;IQ  
1362588;4;-91.53;-91.53;0.00;-427.87;26.1.1995;121841;E ;CG  
1363352;32;-403.10;-403.10;0.00;-866.22;19.7.1995;100511;E ;CG  
1362939;41;-186.40;-186.40;0.00;-884.08;25.8.1995;94733;E ;CG  
1362602;38;-24.00;-24.00;0.00;-24.00;9.9.1995;92853;E ;CG  
1363185;17;-56.73;-56.73;0.00;-964.08;4.12.1995;225108;E ;CG  
1363314;11;0.00;0.00;0.00;-221.50;7.2.1995;223652;A ;IQ  
1362904;15;538.87;535.97;2.90;-32.84;1.5.1995;            ;M ;PM  
1363013;61;-81.01;-81.01;0.00;-1000.00;11.7.1995;191958;E ;CG  
1362912;20;-30.42;-30.42;0.00;-1484.29;5.7.1995;130240;E ;CG  
1362902;57;0.00;0.00;0.00;-514.20;17.10.1995;205359;A ;IQ  
1363247;48;-48.72;-48.72;0.00;-2852.18;4.8.1995;82528;E ;CG  
1362832;8;-29.83;-29.83;0.00;-247.57;4.12.1995;121057;E ;CG  
1362605;18;64.43;62.39;2.4;-282.90;6.8.1995;            ;M ;PM  
1363394;16;-88.53;-88.53;0.00;-1000.00;5.10.1995;65307;E ;CG  
1363382;11;-203.75;-203.75;0.00;-657.95;19.4.1995;80535;E ;CG  
1363101;36;-77.03;-77.03;0.00;-989.36;27.11.1995;80836;E ;CG  
1362978;44;0.00;0.00;0.00;-405.99;11.6.1995;145357;V ;IQ  
1363400;62;-100.00;-100.00;0.00;-1615.55;24.9.1995;42647;A ;CA  
1362625;9;-522.32;-522.32;0.00;-873.02;4.3.1995;15357;E ;CG  
1362664;36;-353.94;-353.94;0.00;-886.99;18.12.1995;160557;E ;CG  
1363361;37;-30.47;-30.47;0.00;-231.02;3.11.1995;135645;E ;CG  
1362645;19;-180.00;-180.00;0.00;-2630.44;1.5.1995;130637;A ;CA  
1362580;28;-89.10;-89.10;0.00;-1484.67;13.9.1995;90251;E ;CG  
1362928;27;-96.01;-96.01;0.00;-292.54;15.5.1995;191855;E ;CG  
1363266;14;0.00;0.00;0.00;0.00;13.9.1995;195144;B ;IQ  
1363044;30;-86.69;-86.69;0.00;-360.54;19.9.1995;43028;E ;CG  
1363354;13;-63.27;-63.27;0.00;-2868.30;5.3.1995;141057;E ;CG  
1362663;21;-351.22;-351.22;0.00;-3451.29;18.5.1995;104033;E ;CG  
1362769;8;-264.99;-264.99;0.00;-410.81;4.6.1995;201944;E ;CG  
