cust_id;tran_id;tran_amt;principal_amt;interest_amt;new_balance;tran_date;tran_time;channel;tran_code
1363270;7;-0.15;-0.15;0.00;22.51;3.1.1995;            ;  ;FK  
1362698;36;-160.00;-160.00;0.00;3694.85;15.1.1995;5433;A ;WD  
1363346;22;528.27;528.27;0.00;1538.58;16.4.1995;3134;B ;DP  
1363408;57;0.00;0.00;0.00;18.81;4.1.1995;202141;C ;IQ  
1362694;40;32.57;32.57;0.00;1733.02;21.8.1995;81119;A ;DP  
1363389;41;0.00;0.00;0.00;72.81;30.1.1995;195555;V ;IQ  
1362991;50;-0.15;-0.15;0.00;6.39;18.4.1995;            ;  ;FK  
1362503;6;-0.15;-0.15;0.00;1796.85;12.1.1995;            ;  ;FK  
1362552;70;-118.43;-118.43;0.00;118.42;13.5.1995;            ;P ;WD  
1363391;29;-0.15;-0.15;0.00;226.09;19.3.1995;            ;  ;FK  
1363327;98;-373.95;-373.95;0.00;321.78;15.6.1995;            ;P ;WD  
1362939;25;-0.15;-0.15;0.00;391.73;19.7.1995;            ;  ;FK  
1362587;20;0.00;0.00;0.00;2735.67;11.1.1995;113049;B ;IQ  
1363183;75;-635.32;-635.32;0.00;865.06;9.2.1995;155501;C ;TR  
1363493;84;-142.72;-142.72;0.00;2116.90;28.7.1995;            ;P ;WD  
1363227;94;323.44;323.44;0.00;2775.27;11.12.1995;133425;A ;DP  
1362597;46;-21.21;-21.21;0.00;1317.82;5.2.1995;            ;P ;WD  
1362686;61;0.00;0.00;0.00;101.14;13.10.1995;212503;V ;IQ  
1362730;65;0.00;0.00;0.00;18.19;20.1.1995;140510;C ;IQ  
1363321;66;-98.41;-98.41;0.00;143.24;1.2.1995;            ;P ;WD  
1363317;61;35.76;35.76;0.00;311.48;25.11.1995;            ;M ;DP  
1362540;45;-496.66;-496.66;0.00;10290.97;9.7.1995;131805;C ;TR  
1362584;49;-0.15;-0.15;0.00;12.10;19.5.1995;            ;  ;FK  
1363353;24;0.00;0.00;0.00;906.30;26.1.1995;223341;B ;IQ  
1362749;28;-69.92;-69.92;0.00;1643.78;21.1.1995;            ;P ;WD  
1363043;72;-70.92;-70.92;0.00;1858.68;7.2.1995;            ;P ;WD  
1363003;91;-31.40;-31.40;0.00;31.39;2.3.1995;            ;P ;WD  
1363170;33;-60.00;-60.00;0.00;1233.72;7.4.1995;102542;A ;WD  
1363462;8;3.9;0.00;3.9;2476.61;30.4.1995;235959;  ;IN  
1363179;92;0.00;0.00;0.00;11.94;23.8.1995;82123;K ;IQ  
1363092;94;-0.15;-0.15;0.00;322.82;4.5.1995;            ;  ;FK  
1362981;49;-0.75;-0.75;0.00;147.84;8.9.1995;122951;  ;FU  
1363015;44;-20.00;-20.00;0.00;58.35;1.7.1995;120853;A ;WD  
1363183;91;0.00;0.00;0.00;164.16;26.2.1995;110838;V ;IQ  
1362936;13;-20.00;-20.00;0.00;37.57;26.2.1995;3856;A ;WD  
1362875;17;0.00;0.00;0.00;425.37;21.1.1995;144457;V ;IQ  
1362672;63;-0.15;-0.15;0.00;15.72;27.12.1995;            ;  ;FK  
1363037;30;-65.35;-65.35;0.00;1536.90;20.1.1995;            ;P ;WD  
1362562;26;0.00;0.00;0.00;4452.81;18.11.1995;152332;C ;IQ  
1363352;1;-135.27;-135.27;0.00;1155.30;11.12.1995;            ;P ;WD  
1362690;53;265.05;265.05;0.00;941.94;13.2.1995;            ;M ;DP  
1362926;83;-191.75;-191.75;0.00;156.92;2.9.1995;            ;P ;WD  
1362766;1;14.8;0.00;14.8;11280.78;31.1.1995;235959;  ;IN  
1362887;58;-140.00;-140.00;0.00;1503.97;22.1.1995;165619;A ;WD  
1362897;40;-43.10;-43.10;0.00;13.90;11.8.1995;            ;P ;WD  
1362784;16;0.00;0.00;0.00;6987.01;14.2.1995;214524;V ;IQ  
1363280;60;0.00;0.00;0.00;79.74;25.2.1995;102929;C ;IQ  
1362485;47;-20.00;-20.00;0.00;26.62;1.10.1995;210259;A ;WD  
1362857;38;-14.02;-14.02;0.00;14.1;16.1.1995;            ;P ;WD  
1363268;18;-0.15;-0.15;0.00;56.12;3.1.1995;            ;  ;FK  
1363082;59;-595.93;-595.93;0.00;115.21;18.8.1995;213458;K ;TR  
1363017;37;-65.30;-65.30;0.00;1017.01;21.1.1995;            ;P ;WD  
1362480;35;0.00;0.00;0.00;223.42;12.1.1995;13647;A ;IQ  
1363193;41;-80.00;-80.00;0.00;4427.44;14.10.1995;185800;A ;WD  
1363249;93;-359.83;-359.83;0.00;3117.19;24.1.1995;            ;P ;WD  
1362505;30;-4.24;-4.24;0.00;0.00;31.3.1995;235959;  ;FP  
1363059;97;-34.41;-34.41;0.00;34.41;22.9.1995;            ;P ;WD  
1362781;21;-154.18;-154.18;0.00;178.99;22.9.1995;            ;P ;WD  
1363109;24;-0.75;-0.75;0.00;1252.32;14.1.1995;124110;  ;FU  
1363448;98;138.33;138.33;0.00;2140.60;12.3.1995;143358;B ;DP  
1363196;63;-182.48;-182.48;0.00;69.96;10.1.1995;            ;P ;WD  
1363078;84;-10.04;-10.04;0.00;10.4;24.11.1995;            ;P ;WD  
1363216;55;-139.00;-139.00;0.00;1171.28;12.1.1995;            ;P ;WD  
1363170;21;-240.05;-240.05;0.00;1900.79;15.3.1995;160824;E ;TR  
1363283;80;0.00;0.00;0.00;9.95;16.9.1995;44823;C ;IQ  
1362580;88;-0.15;-0.15;0.00;216.00;10.4.1995;            ;  ;FK  
1363093;62;180.54;180.54;0.00;607.34;12.5.1995;            ;M ;DP  
1362579;70;-15.63;-15.63;0.00;15.62;30.1.1995;            ;P ;WD  
1362531;52;0.00;0.00;0.00;290.15;12.2.1995;112709;V ;IQ  
1362573;56;0.00;0.00;0.00;6414.27;11.2.1995;211646;A ;IQ  
1362990;6;-122.24;-122.24;0.00;2559.45;3.1.1995;71704;V ;TR  
1363327;63;-188.59;-188.59;0.00;573.26;21.5.1995;3911;V ;TR  
1363010;20;-0.15;-0.15;0.00;63.39;5.2.1995;            ;  ;FK  
1363458;63;-52.30;-52.30;0.00;323.60;27.2.1995;            ;P ;WD  
1362881;85;0.00;0.00;0.00;8.6;6.4.1995;125716;V ;IQ  
1363311;88;-416.14;-416.14;0.00;415.08;25.10.1995;            ;P ;WD  
1363038;28;-110.06;-110.06;0.00;110.06;24.9.1995;            ;P ;WD  
1363275;36;589.75;589.75;0.00;606.09;19.1.1995;140022;B ;DP  
1363199;31;-10.00;-10.00;0.00;1259.36;31.8.1995;235959;  ;FP  
1363233;86;-182.38;-182.38;0.00;1197.61;17.10.1995;            ;P ;WD  
1362986;10;7.42;0.00;7.42;5944.66;31.10.1995;235959;  ;IN  
1362529;50;-58.93;-58.93;0.00;151.11;17.1.1995;            ;P ;WD  
1362991;67;-112.58;-112.58;0.00;423.80;18.5.1995;            ;P ;WD  
1363404;68;-20.26;-20.26;0.00;20.26;13.11.1995;            ;P ;WD  
1363100;40;-5.73;-5.73;0.00;1710.99;17.2.1995;            ;P ;WD  
1362565;65;0.00;0.00;0.00;836.16;22.6.1995;190348;V ;IQ  
1363228;55;-0.15;-0.15;0.00;51.77;28.5.1995;            ;  ;FK  
1363235;16;-73.68;-73.68;0.00;1963.92;11.1.1995;            ;P ;WD  
1362705;18;307.55;307.55;0.00;3692.80;1.3.1995;550;A ;DP  
1363103;57;-74.41;-74.41;0.00;74.40;6.3.1995;            ;P ;WD  
1363250;35;-78.65;-78.65;0.00;470.26;9.1.1995;            ;P ;WD  
1362699;74;-40.00;-40.00;0.00;628.47;28.6.1995;150940;A ;WD  
1362822;94;3.30;0.00;3.30;2643.70;31.1.1995;235959;  ;IN  
1363175;53;0.00;0.00;0.00;255.18;30.1.1995;134328;A ;IQ  
1362997;41;0.00;0.00;0.00;0.00;8.8.1995;185846;B ;IQ  
1363399;8;-0.15;-0.15;0.00;527.39;21.11.1995;            ;  ;FK  
1363066;45;-0.15;-0.15;0.00;98.76;20.2.1995;            ;  ;FK  
1362501;7;-0.15;-0.15;0.00;1226.79;26.1.1995;            ;  ;FK  
1362796;7;0.32;0.00;0.32;253.33;31.7.1995;235959;  ;IN  
1362588;8;-79.98;-79.98;0.00;122.29;11.1.1995;            ;P ;WD  
1362929;39;567.32;567.32;0.00;587.21;28.4.1995;            ;M ;DP  
1362663;84;-26.03;-26.03;0.00;26.2;27.7.1995;            ;P ;WD  
1362837;33;0.00;0.00;0.00;1802.02;3.10.1995;80315;V ;IQ  
1362590;52;1.66;0.00;1.66;1327.39;30.9.1995;235959;  ;IN  
1363327;28;15.63;15.63;0.00;1672.22;18.4.1995;            ;M ;DP  
1362936;64;-121.20;-121.20;0.00;104.94;29.8.1995;            ;P ;WD  
1363433;20;0.00;0.00;0.00;1226.23;13.3.1995;181244;V ;IQ  
1363266;30;146.73;146.73;0.00;2350.97;20.11.1995;81237;B ;DP  
1362824;86;-601.59;-601.59;0.00;1731.70;19.2.1995;225831;C ;TR  
1362606;70;-17.41;-17.41;0.00;17.41;25.10.1995;            ;P ;WD  
1362649;52;-150.58;-150.58;0.00;150.10;3.3.1995;            ;P ;WD  
1363170;9;2.65;0.00;2.65;2122.16;31.1.1995;235959;  ;IN  
1363243;92;0.00;0.00;0.00;1165.82;19.3.1995;232800;A ;IQ  
1363324;44;2.90;0.00;2.90;2325.37;31.12.1995;235959;  ;IN  
1363302;62;-0.75;-0.75;0.00;4546.07;19.3.1995;165114;  ;FU  
1362513;25;424.03;424.03;0.00;1434.30;22.12.1995;            ;M ;DP  
1362652;20;-47.36;-47.36;0.00;137.98;11.10.1995;            ;P ;WD  
1362980;27;-185.45;-185.45;0.00;1098.47;20.1.1995;95252;A ;TR  
1363255;22;-11.24;-11.24;0.00;11.25;14.5.1995;            ;P ;WD  
1362806;92;-35.53;-35.53;0.00;35.53;16.2.1995;            ;P ;WD  
1363123;32;0.00;0.00;0.00;4961.42;23.3.1995;141723;A ;IQ  
1362623;12;246.46;246.46;0.00;255.42;8.1.1995;85628;A ;DP  
1363318;79;316.83;316.83;0.00;888.63;4.7.1995;121411;B ;DP  
1363481;75;-141.09;-141.09;0.00;236.98;4.3.1995;            ;P ;WD  
1363336;8;-157.22;-157.22;0.00;3579.14;5.1.1995;            ;P ;WD  
1362677;26;-40.00;-40.00;0.00;764.16;16.1.1995;154230;A ;WD  
1362525;8;-174.48;-174.48;0.00;81.43;2.1.1995;125141;C ;TR  
1362736;6;3.46;0.00;3.46;2770.29;31.1.1995;235959;  ;IN  
1362995;10;616.26;616.26;0.00;883.65;22.9.1995;131810;A ;DP  
1363399;96;103.99;103.99;0.00;458.52;14.12.1995;55545;A ;DP  
1362643;15;0.00;0.00;0.00;3887.77;22.4.1995;2814;A ;IQ  
1362764;96;58.97;58.97;0.00;66.95;9.9.1995;            ;M ;DP  
1362548;77;-0.75;-0.75;0.00;1110.40;19.8.1995;205607;  ;FU  
1363457;15;-200.00;-200.00;0.00;10561.09;7.2.1995;84314;A ;WD  
1363157;27;-344.29;-344.29;0.00;3484.90;23.12.1995;            ;P ;WD  
1362896;49;533.63;533.63;0.00;552.35;3.3.1995;            ;M ;DP  
1362992;68;162.01;162.01;0.00;461.68;16.6.1995;31520;A ;DP  
1362832;47;-0.15;-0.15;0.00;448.95;24.10.1995;            ;  ;FK  
1363241;61;-0.75;-0.75;0.00;32.82;18.1.1995;90327;  ;FU  
1362566;58;-92.63;-92.63;0.00;7151.57;9.1.1995;            ;P ;WD  
1363353;50;0.00;0.00;0.00;946.28;5.2.1995;62851;B ;IQ  
1362687;94;-0.15;-0.15;0.00;86.24;4.3.1995;            ;  ;FK  
1362801;41;696.82;696.82;0.00;714.22;29.11.1995;100831;B ;DP  
1363303;40;-90.97;-90.97;0.00;1843.92;7.3.1995;            ;P ;WD  
1363117;25;27.29;27.29;0.00;234.57;11.7.1995;90128;B ;DP  
1363093;4;-0.15;-0.15;0.00;30.40;6.1.1995;            ;  ;FK  
1363112;89;0.00;0.00;0.00;923.60;28.6.1995;204342;A ;IQ  
1362981;59;0.00;0.00;0.00;14.52;8.9.1995;215727;A ;IQ  
1363454;78;-170.76;-170.76;0.00;736.31;16.4.1995;            ;P ;WD  
1363420;38;0.71;0.00;0.71;572.01;30.4.1995;235959;  ;IN  
1363191;9;0.00;0.00;0.00;17.30;21.1.1995;21357;C ;IQ  
1363337;54;3314.96;3314.96;0.00;3476.06;27.4.1995;131606;A ;DP  
1363252;55;-87.54;-87.54;0.00;819.91;8.4.1995;            ;P ;WD  
1363216;34;93.46;93.46;0.00;1739.56;6.1.1995;235016;A ;DP  
1362528;79;317.33;317.33;0.00;1135.94;26.4.1995;203029;A ;DP  
1363335;47;-192.18;-192.18;0.00;1.2;23.8.1995;113707;B ;TR  
1362552;94;0.00;0.00;0.00;424.56;10.7.1995;143747;A ;IQ  
1362708;52;-26.53;-26.53;0.00;26.53;5.2.1995;            ;P ;WD  
1363495;30;-40.00;-40.00;0.00;1788.80;28.9.1995;121838;A ;WD  
1362480;14;-166.07;-166.07;0.00;166.08;5.1.1995;45454;E ;WD  
1362653;35;-0.15;-0.15;0.00;445.18;19.1.1995;            ;  ;FK  
1362633;70;-41.96;-41.96;0.00;1490.40;12.2.1995;            ;P ;WD  
1362978;36;345.89;345.89;0.00;4264.21;15.1.1995;30953;E ;DP  
1363480;69;118.07;118.07;0.00;423.07;22.3.1995;202107;E ;DP  
1362855;54;-9.69;-9.69;0.00;192.59;3.5.1995;            ;P ;WD  
1362961;4;73.20;73.20;0.00;2254.20;1.1.1995;165553;B ;DP  
1363441;87;-0.75;-0.75;0.00;299.00;16.4.1995;161349;  ;FU  
1363161;48;-110.95;-110.95;0.00;1150.71;15.3.1995;            ;P ;WD  
1363356;24;-25.84;-25.84;0.00;2525.58;24.12.1995;            ;P ;WD  
1363415;36;-50.51;-50.51;0.00;1751.89;29.12.1995;            ;P ;WD  
1362540;74;-82.45;-82.45;0.00;6065.85;14.7.1995;            ;P ;WD  
1362991;84;-0.15;-0.15;0.00;618.46;31.5.1995;            ;  ;FK  
1362602;25;-0.15;-0.15;0.00;242.53;8.3.1995;            ;  ;FK  
1362621;24;1.41;0.00;1.41;1132.64;31.5.1995;235959;  ;IN  
1363483;31;0.00;0.00;0.00;321.74;17.1.1995;193330;K ;IQ  
1362720;66;0.00;0.00;0.00;63.76;15.11.1995;102258;B ;IQ  
1362963;30;-0.15;-0.15;0.00;26.12;25.1.1995;            ;  ;FK  
1362836;72;-0.15;-0.15;0.00;43.21;8.2.1995;            ;  ;FK  
1363414;67;3.69;0.00;3.69;2952.99;30.6.1995;235959;  ;IN  
1363297;77;-0.75;-0.75;0.00;417.50;6.3.1995;233258;  ;FU  
1363458;41;267.36;267.36;0.00;1228.08;3.2.1995;152147;B ;DP  
1363302;21;-0.75;-0.75;0.00;6539.77;27.1.1995;101547;  ;FU  
1363219;2;-9.84;-9.84;0.00;4216.09;7.1.1995;            ;P ;WD  
1362511;2;674.02;674.02;0.00;768.64;1.1.1995;210541;B ;DP  
1363083;44;-0.15;-0.15;0.00;97.18;9.3.1995;            ;  ;FK  
1363097;85;-136.60;-136.60;0.00;436.76;1.5.1995;            ;P ;WD  
1363334;27;-2.20;-2.20;0.00;767.72;12.1.1995;            ;P ;WD  
1363469;14;157.22;157.22;0.00;270.63;5.11.1995;184422;B ;DP  
1363038;35;-53.40;-53.40;0.00;53.39;28.9.1995;            ;P ;WD  
1362680;98;-0.15;-0.15;0.00;1008.10;26.6.1995;            ;  ;FK  
1362572;61;0.00;0.00;0.00;464.37;22.2.1995;42535;K ;IQ  
1362911;75;1390.51;1390.51;0.00;1819.26;12.2.1995;73949;E ;DP  
1363004;10;0.00;0.00;0.00;1185.59;17.3.1995;145739;B ;IQ  
1362767;52;138.49;138.49;0.00;760.44;6.2.1995;            ;M ;DP  
1362593;5;5.17;0.00;5.17;4141.94;31.5.1995;235959;  ;IN  
1362817;80;0.00;0.00;0.00;11.46;8.7.1995;170622;B ;IQ  
1362528;32;-128.50;-128.50;0.00;2776.12;28.2.1995;92329;A ;TR  
1362829;4;-90.52;-90.52;0.00;90.52;3.1.1995;190404;V ;TR  
1362605;41;-49.79;-49.79;0.00;625.32;7.6.1995;            ;P ;WD  
1362881;34;-29.13;-29.13;0.00;29.13;11.2.1995;            ;P ;WD  
1362948;65;987.94;987.94;0.00;1001.50;19.3.1995;            ;M ;DP  
1362642;46;0.00;0.00;0.00;308.43;3.2.1995;185547;V ;IQ  
1362902;97;39.82;39.82;0.00;180.71;5.5.1995;            ;M ;DP  
1363375;78;-0.15;-0.15;0.00;436.25;28.2.1995;            ;  ;FK  
1362945;38;-40.00;-40.00;0.00;608.40;23.3.1995;143844;A ;WD  
1363084;83;-10.42;-10.42;0.00;1401.13;2.9.1995;            ;P ;WD  
1362619;23;-92.24;-92.24;0.00;2900.35;5.3.1995;            ;P ;WD  
1363223;6;-29.38;-29.38;0.00;3790.94;14.1.1995;            ;P ;WD  
1363216;13;-0.15;-0.15;0.00;2003.27;3.1.1995;            ;  ;FK  
1362933;29;0.00;0.00;0.00;72.70;11.2.1995;24931;A ;IQ  
1363307;92;-20.63;-20.63;0.00;1.87;3.4.1995;            ;P ;WD  
1363392;87;0.00;0.00;0.00;123.22;26.5.1995;170419;B ;IQ  
1363203;61;0.00;0.00;0.00;15.69;21.2.1995;114455;C ;IQ  
1362492;60;0.00;0.00;0.00;787.12;28.7.1995;195503;K ;IQ  
1362822;86;0.00;0.00;0.00;2740.40;27.1.1995;182759;V ;IQ  
1362697;56;-124.93;-124.93;0.00;622.56;26.10.1995;            ;P ;WD  
1362546;34;0.00;0.00;0.00;1405.14;24.1.1995;104314;A ;IQ  
1363264;55;-0.15;-0.15;0.00;48.93;13.1.1995;            ;  ;FK  
1362735;67;92.39;92.39;0.00;943.41;23.8.1995;11532;B ;DP  
1362815;81;-73.44;-73.44;0.00;73.45;8.3.1995;83200;E ;TR  
1362805;31;-0.15;-0.15;0.00;209.57;16.1.1995;            ;  ;FK  
1362697;4;3.34;0.00;3.34;2672.72;28.2.1995;235959;  ;IN  
1363217;78;0.00;0.00;0.00;172.00;16.5.1995;182910;B ;IQ  
1362577;16;555.83;555.83;0.00;675.72;25.5.1995;32312;E ;DP  
1362694;23;-60.00;-60.00;0.00;1778.62;18.8.1995;104723;A ;WD  
1363296;78;-60.00;-60.00;0.00;341.34;15.2.1995;62014;A ;WD  
1363060;75;199.03;199.03;0.00;542.89;23.5.1995;            ;M ;DP  
1362630;12;-111.75;-111.75;0.00;2816.31;15.1.1995;210352;E ;TR  
1363036;57;0.00;0.00;0.00;2219.00;5.8.1995;130356;A ;IQ  
1362933;62;-102.17;-102.17;0.00;219.38;8.4.1995;            ;P ;WD  
1362617;7;0.30;0.00;0.30;239.82;31.7.1995;235959;  ;IN  
