cust_id;tran_id;tran_amt;principal_amt;interest_amt;new_balance;tran_date;tran_time;channel;tran_code
1363468;17;-140.00;-140.00;0.00;241.68;8.9.1995;192323;A ;WD  
1363004;10;0.21;0.00;0.21;169.39;31.10.1995;235959;  ;IN  
1362565;4;0.20;0.00;0.20;160.44;31.3.1995;235959;  ;IN  
1363216;13;177.69;177.69;0.00;629.64;13.9.1995;184925;B ;DP  
1363200;19;252.11;252.11;0.00;1307.63;1.7.1995;190058;E ;DP  
1362805;31;1.2;0.00;1.2;818.60;31.10.1995;235959;  ;IN  
1362844;23;1.86;0.00;1.86;1491.37;31.8.1995;235959;  ;IN  
1362617;7;0.17;0.00;0.17;137.17;31.7.1995;235959;  ;IN  
1362681;36;162.45;162.45;0.00;3259.38;19.12.1995;41734;B ;DP  
1362969;6;-630.90;-630.90;0.00;559.45;5.2.1995;82620;B ;WD  
1363384;5;0.62;0.00;0.62;496.19;31.3.1995;235959;  ;IN  
1363210;8;0.14;0.00;0.14;113.37;31.8.1995;235959;  ;IN  
1363140;20;638.03;638.03;0.00;1150.46;27.10.1995;125834;E ;DP  
1362810;15;231.62;231.62;0.00;816.85;23.7.1995;            ;M ;DP  
1362715;6;0.00;0.00;0.00;70.54;14.4.1995;41632;C ;IQ  
1363164;22;0.00;0.00;0.00;52.50;25.6.1995;135328;B ;IQ  
1363147;8;0.00;0.00;0.00;2012.93;15.5.1995;84812;A ;IQ  
1363176;17;-0.75;-0.75;0.00;484.95;16.7.1995;30617;  ;FU  
1362637;12;0.01;0.00;0.01;6.57;31.7.1995;235959;  ;IN  
1362656;21;1.30;0.00;1.30;1040.45;31.7.1995;235959;  ;IN  
1363022;10;0.17;0.00;0.17;139.66;31.10.1995;235959;  ;IN  
1362484;18;65.87;65.87;0.00;900.23;23.7.1995;100855;B ;DP  
1363389;18;-38.06;-38.06;0.00;181.47;6.6.1995;140944;B ;WD  
1363233;9;315.79;315.79;0.00;330.04;11.3.1995;183953;B ;DP  
1363384;15;-120.00;-120.00;0.00;2572.63;24.9.1995;35758;A ;WD  
1362777;27;34.36;34.36;0.00;546.22;7.7.1995;205748;A ;DP  
1362640;34;-60.00;-60.00;0.00;1694.69;27.12.1995;193815;A ;WD  
1363458;19;0.29;0.00;0.29;229.01;30.6.1995;235959;  ;IN  
1362806;1;3.58;0.00;3.58;1433.80;31.1.1995;235959;  ;IN  
1363392;1;0.14;0.00;0.14;109.19;31.1.1995;235959;  ;IN  
1362782;20;72.01;72.01;0.00;267.80;1.12.1995;133229;B ;DP  
1363145;13;0.56;0.00;0.56;444.57;30.4.1995;235959;  ;IN  
1363150;16;-322.54;-322.54;0.00;322.53;16.6.1995;104023;V ;TR  
1363421;30;0.25;0.00;0.25;197.39;30.11.1995;235959;  ;IN  
1362505;26;1.12;0.00;1.12;898.48;31.8.1995;235959;  ;IN  
1362624;24;-270.82;-270.82;0.00;815.74;18.12.1995;115525;A ;TR  
1362826;18;0.31;0.00;0.31;247.99;30.11.1995;235959;  ;IN  
1362498;11;2.88;0.00;2.88;2304.97;30.11.1995;235959;  ;IN  
1363205;20;2.25;0.00;2.25;1803.94;30.9.1995;235959;  ;IN  
1362572;19;-60.00;-60.00;0.00;863.54;18.8.1995;200946;A ;WD  
1362614;35;21.53;21.53;0.00;703.80;28.12.1995;            ;M ;DP  
1363343;29;44.46;44.46;0.00;2325.33;2.10.1995;115651;B ;DP  
1362702;11;-60.00;-60.00;0.00;217.53;31.3.1995;234258;A ;WD  
1362771;37;-60.00;-60.00;0.00;2165.49;24.12.1995;162546;A ;WD  
1362644;12;0.17;0.00;0.17;132.42;31.12.1995;235959;  ;IN  
1362562;9;557.68;557.68;0.00;1971.50;23.7.1995;195136;E ;DP  
1362556;14;-520.58;-520.58;0.00;351.14;11.8.1995;205130;A ;TR  
1363083;12;-60.00;-60.00;0.00;6092.77;15.6.1995;101511;A ;WD  
1363387;28;174.12;174.12;0.00;249.23;3.11.1995;133407;B ;DP  
1362523;1;0.33;0.00;0.33;262.54;31.1.1995;235959;  ;IN  
1362838;11;-111.61;-111.61;0.00;661.02;28.2.1995;193955;V ;TR  
1362825;2;0.17;0.00;0.17;135.39;31.1.1995;235959;  ;IN  
1363356;2;203.92;203.92;0.00;489.73;3.2.1995;83402;E ;DP  
1363040;10;289.74;289.74;0.00;331.18;4.6.1995;170214;A ;DP  
1362830;19;-97.04;-97.04;0.00;35.64;17.12.1995;121534;B ;WD  
1362687;22;-154.45;-154.45;0.00;259.79;27.10.1995;84429;V ;TR  
1363228;14;1.10;0.00;1.10;883.87;30.9.1995;235959;  ;IN  
1362990;42;194.29;194.29;0.00;1068.66;19.12.1995;194525;A ;DP  
1363347;30;1.11;0.00;1.11;446.59;30.11.1995;235959;  ;IN  
1363272;16;163.70;163.70;0.00;314.60;11.9.1995;144918;B ;DP  
1363270;20;16.58;16.58;0.00;30.82;21.12.1995;80022;B ;DP  
1363296;9;0.00;0.00;0.00;2446.99;9.5.1995;94138;C ;IQ  
1363168;18;0.87;0.00;0.87;700.51;30.9.1995;235959;  ;IN  
1362839;28;233.53;233.53;0.00;3793.83;9.8.1995;112605;B ;DP  
1362895;8;-85.61;-85.61;0.00;85.61;16.7.1995;183936;E ;TR  
1362826;1;0.17;0.00;0.17;138.74;31.1.1995;235959;  ;IN  
1362489;20;-587.83;-587.83;0.00;176.26;22.12.1995;111003;B ;WD  
1363090;12;0.20;0.00;0.20;158.73;31.12.1995;235959;  ;IN  
1363317;9;0.23;0.00;0.23;185.84;30.9.1995;235959;  ;IN  
1362982;22;3.19;0.00;3.19;2557.57;31.7.1995;235959;  ;IN  
1362720;4;2.49;0.00;2.49;999.66;31.1.1995;235959;  ;IN  
1362604;9;-100.00;-100.00;0.00;46.79;24.7.1995;135843;A ;WD  
1363088;19;0.42;0.00;0.42;340.00;31.8.1995;235959;  ;IN  
1362735;26;0.00;0.00;0.00;498.85;23.12.1995;180117;B ;IQ  
1362708;33;-12.06;-12.06;0.00;3823.15;19.11.1995;93719;B ;WD  
1363331;17;-60.00;-60.00;0.00;983.65;5.7.1995;94801;A ;WD  
1362594;14;3128.48;3128.48;0.00;6236.61;26.5.1995;83459;E ;DP  
1363208;40;1.37;0.00;1.37;1094.05;31.12.1995;235959;  ;IN  
1362588;4;0.03;0.00;0.03;26.15;31.1.1995;235959;  ;IN  
1362602;38;0.00;0.00;0.00;2356.45;12.12.1995;161730;A ;IQ  
1363339;18;0.00;0.00;0.00;484.66;5.5.1995;184520;K ;IQ  
1363311;15;435.87;435.87;0.00;581.44;25.7.1995;144648;E ;DP  
1363382;11;196.93;196.93;0.00;387.43;23.5.1995;103848;E ;DP  
1363394;16;195.54;195.54;0.00;2654.31;13.8.1995;94305;A ;DP  
1362614;16;-246.14;-246.14;0.00;316.84;27.11.1995;81755;C ;TR  
1362497;15;0.30;0.00;0.30;118.76;31.5.1995;235959;  ;IN  
1362658;12;0.30;0.00;0.30;238.62;31.12.1995;235959;  ;IN  
1362596;22;12.46;12.46;0.00;118.95;27.11.1995;141902;B ;DP  
1363354;13;-40.00;-40.00;0.00;310.00;21.8.1995;212830;A ;WD  
1363338;9;195.67;195.67;0.00;831.01;26.5.1995;40448;E ;DP  
1362949;14;0.54;0.00;0.54;430.71;30.6.1995;235959;  ;IN  
1363450;11;0.76;0.00;0.76;608.00;30.4.1995;235959;  ;IN  
1363257;34;1.51;0.00;1.51;1211.26;31.8.1995;235959;  ;IN  
1363097;12;0.01;0.00;0.01;10.23;31.7.1995;235959;  ;IN  
1362932;13;-118.37;-118.37;0.00;507.25;8.4.1995;90715;K ;TR  
1362893;17;121.60;121.60;0.00;221.62;20.11.1995;151932;A ;DP  
1363071;15;-60.00;-60.00;0.00;1094.10;16.3.1995;92936;A ;WD  
1363441;21;0.00;0.00;0.00;20.84;13.6.1995;113830;K ;IQ  
1362777;46;0.00;0.00;0.00;540.20;1.11.1995;160241;V ;IQ  
1363067;10;0.36;0.00;0.36;287.61;31.10.1995;235959;  ;IN  
1363493;2;-91.05;-91.05;0.00;91.05;31.1.1995;            ;M ;WD  
1362640;31;4.36;0.00;4.36;1750.31;31.10.1995;235959;  ;IN  
1362665;12;2.51;0.00;2.51;2012.69;30.6.1995;235959;  ;IN  
1362891;22;4.35;0.00;4.35;1743.57;31.12.1995;235959;  ;IN  
1363160;6;0.00;0.00;0.00;118.91;26.2.1995;190457;A ;IQ  
1363400;41;-10.94;-10.94;0.00;10.95;7.10.1995;125529;A ;TR  
1362822;54;0.65;0.00;0.65;523.43;31.12.1995;235959;  ;IN  
1363482;26;0.00;0.00;0.00;346.87;8.11.1995;205721;B ;IQ  
1363454;8;0.87;0.00;0.87;700.80;30.4.1995;235959;  ;IN  
1362903;19;-100.00;-100.00;0.00;3655.60;20.12.1995;191413;A ;WD  
1362643;8;0.68;0.00;0.68;544.03;30.4.1995;235959;  ;IN  
1363414;6;252.38;252.38;0.00;992.05;29.4.1995;201635;E ;DP  
1363283;13;0.03;0.00;0.03;20.29;30.6.1995;235959;  ;IN  
1363241;36;-80.00;-80.00;0.00;1044.62;23.10.1995;102254;A ;WD  
1363403;4;2.93;0.00;2.93;1176.81;30.4.1995;235959;  ;IN  
1362785;2;0.44;0.00;0.44;350.58;28.2.1995;235959;  ;IN  
1363481;22;1.50;0.00;1.50;1202.71;31.8.1995;235959;  ;IN  
1362656;29;-401.16;-401.16;0.00;303.92;26.10.1995;151556;B ;WD  
1363452;1;3.3;0.00;3.3;2426.99;31.1.1995;235959;  ;IN  
1363316;2;0.40;0.00;0.40;318.84;28.2.1995;235959;  ;IN  
1362542;23;-597.15;-597.15;0.00;678.16;19.12.1995;234254;C ;TR  
1363203;39;-200.00;-200.00;0.00;3208.37;30.12.1995;82603;A ;WD  
1362877;24;27.17;27.17;0.00;293.84;7.9.1995;214219;A ;DP  
1362722;5;0.32;0.00;0.32;258.91;31.5.1995;235959;  ;IN  
1363422;9;235.88;235.88;0.00;391.46;18.1.1995;100103;B ;DP  
1362505;22;138.50;138.50;0.00;1229.74;24.7.1995;221855;B ;DP  
1363095;22;149.60;149.60;0.00;1450.03;16.11.1995;            ;M ;DP  
1363400;20;-110.07;-110.07;0.00;110.08;23.5.1995;            ;M ;WD  
1363328;8;0.13;0.00;0.13;103.30;31.8.1995;235959;  ;IN  
1362525;37;0.03;0.00;0.03;27.28;30.11.1995;235959;  ;IN  
1363316;21;0.79;0.00;0.79;629.06;31.12.1995;235959;  ;IN  
1363271;4;-180.00;-180.00;0.00;24.68;24.3.1995;92205;A ;WD  
1362822;46;107.81;107.81;0.00;124.95;1.12.1995;215942;A ;DP  
1362580;8;0.02;0.00;0.02;18.73;31.5.1995;235959;  ;IN  
1362681;34;-1052.17;-1052.17;0.00;3096.93;16.12.1995;151041;K ;TR  
1362487;5;-200.00;-200.00;0.00;511.36;27.2.1995;193551;A ;WD  
1363342;14;1.37;0.00;1.37;1097.05;30.4.1995;235959;  ;IN  
1363468;55;-0.75;-0.75;0.00;711.51;21.12.1995;233124;  ;FU  
1362633;24;-75.60;-75.60;0.00;75.61;22.7.1995;104220;B ;WD  
1362555;18;0.39;0.00;0.39;312.70;31.7.1995;235959;  ;IN  
1363366;39;-180.00;-180.00;0.00;7462.48;22.12.1995;130754;A ;WD  
1362858;16;191.12;191.12;0.00;533.07;23.6.1995;92956;A ;DP  
1362529;16;0.22;0.00;0.22;178.02;30.9.1995;235959;  ;IN  
1362767;23;1.18;0.00;1.18;941.39;31.10.1995;235959;  ;IN  
1363390;22;-80.00;-80.00;0.00;300.79;6.11.1995;184104;A ;WD  
1362875;4;0.30;0.00;0.30;242.13;31.1.1995;235959;  ;IN  
1362568;2;0.36;0.00;0.36;284.88;28.2.1995;235959;  ;IN  
1362709;9;-67.82;-67.82;0.00;67.82;12.9.1995;150747;A ;TR  
1363025;14;0.00;0.00;0.00;2469.98;13.2.1995;120608;C ;IQ  
1363208;31;-44.88;-44.88;0.00;1543.18;25.11.1995;55850;B ;WD  
1362640;28;194.21;194.21;0.00;1575.15;21.9.1995;200550;E ;DP  
1362976;19;0.95;0.00;0.95;759.52;31.8.1995;235959;  ;IN  
1362902;17;-200.00;-200.00;0.00;17.56;28.8.1995;125930;A ;WD  
1363169;1;0.19;0.00;0.19;151.73;31.1.1995;235959;  ;IN  
1362980;16;-60.00;-60.00;0.00;167.31;23.12.1995;161542;A ;WD  
1362743;4;862.33;862.33;0.00;3075.75;13.4.1995;30134;E ;DP  
1363234;19;0.98;0.00;0.98;781.45;30.9.1995;235959;  ;IN  
1363081;7;456.30;456.30;0.00;500.09;23.4.1995;94755;E ;DP  
1362708;14;-236.58;-236.58;0.00;4453.11;18.6.1995;164411;B ;WD  
1362765;5;-40.00;-40.00;0.00;418.27;5.1.1995;115137;A ;WD  
1363141;13;0.03;0.00;0.03;26.84;30.6.1995;235959;  ;IN  
1363376;7;1.4;0.00;1.4;832.63;31.3.1995;235959;  ;IN  
1363448;21;-60.00;-60.00;0.00;1293.86;20.7.1995;5809;A ;WD  
1363265;8;-97.12;-97.12;0.00;97.12;20.7.1995;53420;A ;TR  
1362791;19;0.96;0.00;0.96;766.87;31.7.1995;235959;  ;IN  
1362709;22;0.00;0.00;0.00;396.98;27.10.1995;220545;V ;IQ  
1362709;35;169.94;169.94;0.00;1067.42;7.12.1995;110637;A ;DP  
1363276;2;2.4;0.00;2.4;816.43;28.2.1995;235959;  ;IN  
1362822;38;-134.01;-134.01;0.00;62.90;24.9.1995;101323;C ;TR  
1362793;26;1.1;0.00;1.1;404.56;31.12.1995;235959;  ;IN  
1363271;29;-223.16;-223.16;0.00;421.55;17.11.1995;184758;B ;WD  
1362929;28;-80.00;-80.00;0.00;91.67;1.11.1995;344;A ;WD  
1363492;19;0.89;0.00;0.89;710.83;31.10.1995;235959;  ;IN  
1363043;5;-60.00;-60.00;0.00;522.35;14.3.1995;4119;A ;WD  
1363492;13;0.72;0.00;0.72;580.31;30.6.1995;235959;  ;IN  
1362530;5;0.47;0.00;0.47;374.93;28.2.1995;235959;  ;IN  
1363270;33;-20.00;-20.00;0.00;172.44;23.12.1995;180101;A ;WD  
1363121;10;0.15;0.00;0.15;122.44;31.10.1995;235959;  ;IN  
1362697;11;171.06;171.06;0.00;596.63;20.7.1995;33234;E ;DP  
1363492;25;1.39;0.00;1.39;1116.10;31.12.1995;235959;  ;IN  
1362765;11;0.00;0.00;0.00;1180.06;9.1.1995;20913;A ;IQ  
1363165;15;0.10;0.00;0.10;76.64;31.7.1995;235959;  ;IN  
1362497;35;-21.66;-21.66;0.00;21.66;7.12.1995;164554;B ;WD  
1362631;6;0.66;0.00;0.66;529.33;30.6.1995;235959;  ;IN  
1362793;9;-330.86;-330.86;0.00;755.31;23.5.1995;155107;V ;TR  
1362880;24;0.07;0.00;0.07;59.72;30.4.1995;235959;  ;IN  
1362746;14;63.39;63.39;0.00;2407.82;30.12.1995;75522;B ;DP  
1362902;7;311.01;311.01;0.00;391.93;17.3.1995;            ;M ;DP  
1363294;4;1.87;0.00;1.87;748.69;30.4.1995;235959;  ;IN  
1362686;12;0.00;0.00;0.00;75.38;5.8.1995;165149;C ;IQ  
1362822;30;-131.51;-131.51;0.00;398.73;9.7.1995;144339;B ;TR  
1363485;9;0.20;0.00;0.20;157.16;30.9.1995;235959;  ;IN  
1362656;37;45.75;45.75;0.00;367.34;13.12.1995;145317;A ;DP  
1363197;7;143.61;143.61;0.00;397.53;3.4.1995;121223;A ;DP  
1362925;15;5.8;0.00;5.8;2035.84;31.5.1995;235959;  ;IN  
1363130;10;-40.00;-40.00;0.00;8.88;16.5.1995;161507;A ;WD  
1363495;17;3.56;0.00;3.56;2848.82;30.6.1995;235959;  ;IN  
1363492;7;1.4;0.00;1.4;830.50;30.4.1995;235959;  ;IN  
1363037;11;-33.56;-33.56;0.00;1412.96;20.5.1995;23321;B ;WD  
1362505;18;21.30;21.30;0.00;1009.29;16.6.1995;183024;B ;DP  
1363421;13;170.40;170.40;0.00;510.50;5.7.1995;            ;M ;DP  
1363321;5;-60.00;-60.00;0.00;356.97;21.2.1995;194840;A ;WD  
1362573;5;-599.30;-599.30;0.00;10557.11;3.3.1995;23421;K ;TR  
1362766;42;32.02;0.00;32.02;25648.71;30.9.1995;235959;  ;IN  
1363209;1;-132.35;-132.35;0.00;132.34;7.1.1995;            ;M ;WD  
1363492;1;-200.00;-200.00;0.00;752.38;31.1.1995;161651;A ;WD  
1363208;22;-80.00;-80.00;0.00;1498.89;22.10.1995;185843;A ;WD  
1363371;24;-60.00;-60.00;0.00;276.10;1.10.1995;205210;A ;WD  
1362950;8;1.67;0.00;1.67;671.54;31.8.1995;235959;  ;IN  
1363354;30;-60.00;-60.00;0.00;460.51;21.11.1995;133040;A ;WD  
1363203;17;-100.00;-100.00;0.00;1042.10;3.10.1995;233725;A ;WD  
1362693;12;0.03;0.00;0.03;22.12;31.7.1995;235959;  ;IN  
1362705;2;0.28;0.00;0.28;221.68;28.2.1995;235959;  ;IN  
1362925;32;105.62;105.62;0.00;1989.41;8.11.1995;155628;E ;DP  
1363173;11;2.53;0.00;2.53;1014.68;31.7.1995;235959;  ;IN  
1362969;11;-0.75;-0.75;0.00;12.85;21.3.1995;125918;  ;FU  
1362623;1;0.17;0.00;0.17;139.69;31.1.1995;235959;  ;IN  
1363342;41;0.80;0.00;0.80;641.85;31.10.1995;235959;  ;IN  
1363236;2;-224.81;-224.81;0.00;23.91;11.1.1995;202542;K ;TR  
1363307;19;0.20;0.00;0.20;158.29;30.4.1995;235959;  ;IN  
1363101;14;-0.75;-0.75;0.00;6008.82;21.12.1995;212545;  ;FU  
1362864;6;0.22;0.00;0.22;175.21;30.6.1995;235959;  ;IN  
1362883;24;117.96;117.96;0.00;298.74;14.12.1995;3214;A ;DP  
1362759;31;0.64;0.00;0.64;509.13;31.10.1995;235959;  ;IN  
1362879;20;299.01;299.01;0.00;854.47;23.11.1995;211311;E ;DP  
1363086;5;-40.00;-40.00;0.00;491.36;29.4.1995;10031;A ;WD  
1363057;17;2.18;0.00;2.18;1743.32;30.9.1995;235959;  ;IN  
1363018;7;31.30;0.00;31.30;12550.67;28.2.1995;235959;  ;IN  
1362835;9;2.56;0.00;2.56;2053.19;30.9.1995;235959;  ;IN  
1362528;2;0.51;0.00;0.51;406.47;31.1.1995;235959;  ;IN  
1363092;15;0.00;0.00;0.00;32.97;15.9.1995;131853;B ;IQ  
1363241;11;-20.00;-20.00;0.00;43.73;27.4.1995;204415;A ;WD  
1362822;22;169.93;169.93;0.00;246.32;22.5.1995;85204;A ;DP  
1362766;4;418.81;418.81;0.00;12457.28;13.1.1995;193108;A ;DP  
1363018;18;23.68;0.00;23.68;9495.80;31.5.1995;235959;  ;IN  
1363247;29;-20.00;-20.00;0.00;79.42;10.10.1995;152715;A ;WD  
1363445;11;-20.00;-20.00;0.00;944.44;4.4.1995;205316;A ;WD  
1362640;25;3.70;0.00;3.70;1484.37;31.8.1995;235959;  ;IN  
1362765;17;0.00;0.00;0.00;1231.29;14.1.1995;145209;V ;IQ  
1362895;16;56.11;56.11;0.00;63.44;1.10.1995;140742;B ;DP  
1363280;30;108.97;108.97;0.00;1526.28;24.10.1995;183221;A ;DP  
1362700;12;0.39;0.00;0.39;315.88;31.12.1995;235959;  ;IN  
1363097;6;0.15;0.00;0.15;120.34;30.4.1995;235959;  ;IN  
1362887;8;-529.29;-529.29;0.00;1483.60;5.1.1995;100352;C ;TR  
1363018;29;20.88;0.00;20.88;8373.15;31.7.1995;235959;  ;IN  
1363377;11;864.77;864.77;0.00;1866.59;30.4.1995;            ;M ;DP  
1363130;24;0.23;0.00;0.23;187.70;30.9.1995;235959;  ;IN  
1362685;15;0.00;0.00;0.00;2015.13;24.7.1995;184236;V ;IQ  
1363452;29;135.59;135.59;0.00;2391.81;30.12.1995;111514;A ;DP  
1362502;4;0.64;0.00;0.64;510.11;28.2.1995;235959;  ;IN  
1363017;16;0.00;0.00;0.00;2771.66;5.7.1995;130508;A ;IQ  
1362926;1;806.92;806.92;0.00;938.14;4.1.1995;            ;M ;DP  
1362643;1;0.17;0.00;0.17;135.95;31.1.1995;235959;  ;IN  
1362604;33;0.00;0.00;0.00;409.00;8.12.1995;64320;K ;IQ  
1362877;9;0.91;0.00;0.91;730.46;31.3.1995;235959;  ;IN  
1362549;45;1.30;0.00;1.30;1039.96;31.12.1995;235959;  ;IN  
1363429;7;0.21;0.00;0.21;170.85;31.7.1995;235959;  ;IN  
1363043;31;2.85;0.00;2.85;1142.94;31.10.1995;235959;  ;IN  
1362822;14;0.00;0.00;0.00;281.42;15.4.1995;115144;V ;IQ  
1363337;32;84.67;84.67;0.00;7895.64;12.10.1995;95657;A ;DP  
1363468;16;-0.75;-0.75;0.00;381.68;8.9.1995;192257;  ;FU  
1362839;7;-457.47;-457.47;0.00;4640.89;19.2.1995;120304;B ;WD  
1362589;6;185.69;185.69;0.00;283.07;30.3.1995;95259;A ;DP  
1363229;1;1.35;0.00;1.35;543.32;31.1.1995;235959;  ;IN  
1363276;32;227.46;227.46;0.00;2090.57;29.11.1995;80649;A ;DP  
1362843;6;81.72;81.72;0.00;162.98;16.3.1995;85621;A ;DP  
1362698;8;-141.24;-141.24;0.00;141.24;10.1.1995;101948;K ;TR  
1362761;8;0.00;0.00;0.00;406.55;6.4.1995;105113;V ;IQ  
1362567;57;6.42;0.00;6.42;5143.26;31.12.1995;235959;  ;IN  
